codigo_postal,entidad_id,municipio,asentamiento,tipo_asentamiento,ciudad,municipio_id,asentamiento_id
51226,15,Valle De Bravo,Casas Viejas,Pueblo,,15110,1039
51226,15,Valle De Bravo,Pena Blanca,Rancheria,,15110,1040
51229,15,Valle De Bravo,Mesa De Jaimes,Pueblo,,15110,1041
51230,15,Valle De Bravo,Loma Bonita,Colonia,,15110,3
51230,15,Valle De Bravo,Colorines,Pueblo,,15110,1042
51230,15,Valle De Bravo,San Juan Atezcapan,Pueblo,,15110,1043
51230,15,Valle De Bravo,San Nicolas Tolentino,Pueblo,,15110,1044
51230,15,Valle De Bravo,El Durazno,Rancheria,,15110,8260
51230,15,Valle De Bravo,El Polvorin,Colonia,,15110,8266
51236,15,Valle De Bravo,Los Pozos (Pinar De Osorios),Rancheria,,15110,1047
51237,15,Valle De Bravo,El Manzano,Pueblo,,15110,1046
51238,15,Valle De Bravo,La Huerta San Agustin,Rancheria,,15110,26
51238,15,Valle De Bravo,Mesa Rica (La Finca),Rancheria,,15110,8515
51340,15,Temascaltepec,Milpas Viejas,Pueblo,,15086,1102
51238,15,Valle De Bravo,San Jose Potrerillos (Potrerillos),Rancheria,,15110,8529
51239,15,Valle De Bravo,Cerro Gordo,Pueblo,,15110,1048
51240,15,Valle De Bravo,San Simon El Alto,Pueblo,,15110,1049
51245,15,Valle De Bravo,Tehuastepec (San Jose Tehuastepec),Rancheria,,15110,25
51245,15,Valle De Bravo,Godinez Tehuastepec,Pueblo,,15110,1050
51246,15,Valle De Bravo,Mesa De Dolores (Mesa De Dolores Segunda Seccion),Rancheria,,15110,32
51246,15,Valle De Bravo,Mesa De Dolores Primera Seccion (Mesa Del Rayo),Pueblo,,15110,1051
51246,15,Valle De Bravo,Atesquelites (Tres Quelites),Rancheria,,15110,8258
51247,15,Valle De Bravo,Santo Tomas El Pedregal,Rancheria,,15110,2
51247,15,Valle De Bravo,La Laguna,Pueblo,,15110,1052
51247,15,Valle De Bravo,Tierra Grande (La Loma),Rancheria,,15110,9685
51248,15,Valle De Bravo,Rancho Avandaro Country Club,Fraccionamiento,,15110,27
51248,15,Valle De Bravo,La Palma,Rancheria,,15110,28
51248,15,Valle De Bravo,Tenantongo,Rancheria,,15110,8828
51260,15,Amanalco,San Jeronimo Primera Seccion (El Convento),Pueblo,,15007,8
51260,15,Amanalco,Amanalco De Becerra,Pueblo,,15007,1054
51260,15,Amanalco,San Jeronimo,Pueblo,,15007,1059
51260,15,Amanalco,San Juan,Pueblo,,15007,1060
51265,15,Amanalco,Rincon De Guadalupe,Pueblo,,15007,1057
51265,15,Amanalco,San Lucas,Pueblo,,15007,1061
51266,15,Amanalco,Las Pilas,Rancheria,,15007,14
51266,15,Amanalco,San Mateo,Pueblo,,15007,1062
51266,15,Amanalco,San Miguel (San Miguel Tenextepec),Pueblo,,15007,1063
51266,15,Amanalco,San Sebastian El Chico,Barrio,,15007,1066
51266,15,Amanalco,Pueblo Nuevo,Pueblo,,15007,1068
51267,15,Amanalco,San Mateo Quinta Seccion (La Providencia),Pueblo,,15007,2
51267,15,Amanalco,San Sebastian El Grande,Pueblo,,15007,1069
51268,15,Amanalco,Polvillos (San Bartolo Quinta Seccion),Pueblo,,15007,9
51268,15,Amanalco,San Bartolo,Pueblo,,15007,1058
51270,15,Amanalco,El Ancon,Pueblo,,15007,10
51270,15,Amanalco,El Temporal,Rancheria,,15007,1064
51273,15,Amanalco,Capilla Vieja,Rancheria,,15007,5
51273,15,Amanalco,Ojo De Agua,Rancheria,,15007,7
51274,15,Amanalco,Corral De Piedra,Rancheria,,15007,1070
51280,15,Amanalco,El Capulin Segunda Seccion,Pueblo,,15007,3
51280,15,Amanalco,El Capulin Tercera Seccion (Palo Mancornado),Pueblo,,15007,4
51280,15,Amanalco,Huacal Viejo,Pueblo,,15007,11
51280,15,Amanalco,El Capulin Primera Seccion,Pueblo,,15007,1055
51280,15,Amanalco,Agua Bendita,Rancheria,,15007,1065
51285,15,Amanalco,El Potrero Segunda Seccion,Pueblo,,15007,13
51285,15,Amanalco,El Potrero,Pueblo,,15007,1056
51287,15,Amanalco,Hacienda Nueva,Pueblo,,15007,1
51287,15,Amanalco,El Zacatonal,Rancheria,,15007,6
51287,15,Amanalco,San Lucas Cuarta Seccion (San Francisco),Pueblo,,15007,12
51287,15,Amanalco,El Pedregal,Rancheria,,15007,8505
51300,15,Temascaltepec,La Cascada (Barrio Del Varal),Barrio,,15086,1
51300,15,Temascaltepec,La Magdalena (La Magdalena),Barrio,,15086,2
51300,15,Temascaltepec,San Francisco,Barrio,,15086,3
51300,15,Temascaltepec,Balveria,Barrio,,15086,4
51300,15,Temascaltepec,San Sebastian Carboneras (Carboneras),Pueblo,,15086,1071
51300,15,Temascaltepec,Temascaltepec De Gonzalez,Pueblo,,15086,1074
51300,15,Temascaltepec,Del Fortin,Barrio,,15086,5206
51300,15,Temascaltepec,Milan,Barrio,,15086,5207
51300,15,Temascaltepec,De Santiago,Barrio,,15086,5208
51300,15,Temascaltepec,Del Temeroso,Barrio,,15086,5209
51300,15,Temascaltepec,De Cantarranas,Barrio,,15086,8512
51300,15,Temascaltepec,Carniceria,Pueblo,,15086,9096
51303,15,Temascaltepec,San Lucas Del Pulque,Pueblo,,15086,1072
51304,15,Temascaltepec,Telpintla,Pueblo,,15086,1076
51304,15,Temascaltepec,La Albarrada (San Francisco La Albarrada),Pueblo,,15086,1077
51304,15,Temascaltepec,Los Timbres,Pueblo,,15086,1079
51304,15,Temascaltepec,El Tule,Rancheria,,15086,8289
51305,15,Temascaltepec,El Cerro Pelon,Pueblo,,15086,1078
51305,15,Temascaltepec,El Penon,Rancheria,,15086,9000
51310,15,Temascaltepec,La Finca,Pueblo,,15086,1080
51310,15,Temascaltepec,El Salitre,Pueblo,,15086,1081
51314,15,Temascaltepec,El Chilar Del Ejido De Las Trancas,Rancheria,,15086,16
51314,15,Temascaltepec,Las Trancas,Rancheria,,15086,17
51314,15,Temascaltepec,San Pedro Tenayac,Pueblo,,15086,1073
51314,15,Temascaltepec,Potrero De Tenayac,Pueblo,,15086,1082
51315,15,Temascaltepec,Lampazos,Pueblo,,15086,1083
51320,15,Temascaltepec,San Mateo Almomoloa,Pueblo,,15086,1087
51320,15,Temascaltepec,Potrero De San Jose (La Rinconada),Pueblo,,15086,1092
51323,15,Temascaltepec,San Francisco Oxtotilpan,Pueblo,,15086,1086
51323,15,Temascaltepec,Meson Viejo,Pueblo,,15086,1094
51324,15,Temascaltepec,Hoyos De Vazquez,Rancheria,,15086,22
51324,15,Temascaltepec,San Miguel Oxtotilpan,Pueblo,,15086,1088
51325,15,Temascaltepec,Granjas De Cieneguillas,Rancheria,,15086,10
51325,15,Temascaltepec,Santanas,Pueblo,,15086,11
51325,15,Temascaltepec,La Comunidad,Pueblo,,15086,1084
51325,15,Temascaltepec,Cieneguillas De Gonzalez (Cieneguillas),Pueblo,,15086,1090
51325,15,Temascaltepec,San Antonio Albarranes,Pueblo,,15086,1099
51326,15,Temascaltepec,Jesus Del Monte,Pueblo,,15086,1091
51340,15,Temascaltepec,Real De Arriba,Ejido,,15086,19
51340,15,Temascaltepec,Rincon De San Andres,Pueblo,,15086,20
51340,15,Temascaltepec,Mina Del Rincon,Rancheria,,15086,23
51340,15,Temascaltepec,Las Mesas De Real De Arriba,Rancheria,,15086,24
51340,15,Temascaltepec,San Andres De Los Gama,Pueblo,,15086,1096
51344,15,Temascaltepec,La Laguna,Rancheria,,15086,12
51344,15,Temascaltepec,Los Ocotes,Pueblo,,15086,13
51344,15,Temascaltepec,Pedregales De Tequesquipan,Rancheria,,15086,14
51344,15,Temascaltepec,Pueblo Nuevo,Rancheria,,15086,15
51344,15,Temascaltepec,San Martin Tequesquipan (Tequesquipan),Pueblo,,15086,1089
51344,15,Temascaltepec,La Estancia De Tequesquipan,Pueblo,,15086,1095
51344,15,Temascaltepec,Rincon De Atarasquillo,Pueblo,,15086,1097
51344,15,Temascaltepec,Rincon De Tequesquipan,Pueblo,,15086,1098
51344,15,Temascaltepec,San Juan,Rancheria,,15086,9525
51345,15,Temascaltepec,El Varal,Rancheria,,15086,21
51345,15,Temascaltepec,Las Lagrimas,Rancheria,,15086,25
51346,15,Temascaltepec,Cajones,Rancheria,,15086,5
51346,15,Temascaltepec,Cieneguillas De Labra,Rancheria,,15086,6
51346,15,Temascaltepec,Labor Las Cabras,Rancheria,,15086,7
51346,15,Temascaltepec,Manzana De Tequesquipan (Las Manzanas),Rancheria,,15086,8
51346,15,Temascaltepec,Manzana Del Jabali,Rancheria,,15086,9
51346,15,Temascaltepec,La Cumbre,Rancheria,,15086,18
51346,15,Temascaltepec,La Guacamaya,Pueblo,,15086,1100
51346,15,Temascaltepec,Plan De Vigas,Pueblo,,15086,1101
51350,15,Zinacantepec,San Miguel Zinacantepec Centro,Colonia,,15118,1104
51353,15,Zinacantepec,Los Rosales,Colonia,,15118,10
51354,15,Zinacantepec,La Joya,Colonia,,15118,2
51354,15,Zinacantepec,Ejidal San Francisco Tlalcilalcalpan,Colonia,,15118,8
51354,15,Zinacantepec,De San Miguel,Barrio,,15118,1107
51354,15,Zinacantepec,Del Calvario,Barrio,,15118,1108
51354,15,Zinacantepec,La Esperanza,Fraccionamiento,,15118,1109
51354,15,Zinacantepec,Cerro Del Murcielago,Barrio,,15118,6731
51354,15,Zinacantepec,Las Animas,Colonia,,15118,6738
51354,15,Zinacantepec,La Aurora Ii,Fraccionamiento,,15118,8230
51354,15,Zinacantepec,La Aurora I,Fraccionamiento,,15118,8573
51354,15,Zinacantepec,Residencial Zinacantepec,Fraccionamiento,,15118,8594
51354,15,Zinacantepec,23 De Octubre,Fraccionamiento,,15118,8595
51354,15,Zinacantepec,Los Maestros,Fraccionamiento,,15118,8596
51354,15,Zinacantepec,Villas De Guadalupe,Fraccionamiento,,15118,9634
51354,15,Zinacantepec,Residencial San Miguel,Condominio,,15118,9636
51354,15,Zinacantepec,Vistas Al Nevado,Fraccionamiento,,15118,9637
51355,15,Zinacantepec,San Valentin,Fraccionamiento,,15118,3
51355,15,Zinacantepec,El Capon (Puerta Del Llano),Rancheria,,15118,4
51355,15,Zinacantepec,Santa Martha,Rancheria,,15118,5
51355,15,Zinacantepec,Idilica Reserva Serraton,Fraccionamiento,,15118,9
51355,15,Zinacantepec,Idilica Serraton,Fraccionamiento,,15118,11
51355,15,Zinacantepec,Las Flores Residencial,Fraccionamiento,,15118,12
51355,15,Zinacantepec,Zimbrones,Barrio,,15118,1112
51355,15,Zinacantepec,Las Culturas,Colonia,,15118,1113
51355,15,Zinacantepec,Emiliano Zapata,Colonia,,15118,1114
51355,15,Zinacantepec,San Jorge,Exhacienda,,15118,1115
51355,15,Zinacantepec,Residencial La Victoria,Fraccionamiento,,15118,1117
51355,15,Zinacantepec,Rinconada De Tecaxic,Colonia,,15118,1119
51355,15,Zinacantepec,Zamarrero,Fraccionamiento,,15118,1120
51355,15,Zinacantepec,San Lorenzo Cuautenco,Pueblo,,15118,1122
51355,15,Zinacantepec,San Luis Mextepec,Pueblo,,15118,1123
51355,15,Zinacantepec,Rancho San Nicolas,Fraccionamiento,,15118,1124
51355,15,Zinacantepec,Bosques Residencial,Fraccionamiento,,15118,1125
51355,15,Zinacantepec,Ojuelos,Fraccionamiento,,15118,5535
51355,15,Zinacantepec,La Virgen,Colonia,,15118,6733
51355,15,Zinacantepec,La Joya,Colonia,,15118,6955
51355,15,Zinacantepec,El Porvenir,Fraccionamiento,,15118,7425
51355,15,Zinacantepec,La Loma,Fraccionamiento,,15118,7426
51355,15,Zinacantepec,Casa Grande,Fraccionamiento,,15118,8207
51355,15,Zinacantepec,Privadas De La Hacienda,Fraccionamiento,,15118,8518
51355,15,Zinacantepec,Nueva Serraton,Colonia,,15118,8597
51355,15,Zinacantepec,Zimbron,Colonia,,15118,9631
51355,15,Zinacantepec,Vista Hermosa,Colonia,,15118,9633
51356,15,Zinacantepec,De La Veracruz,Barrio,,15118,1126
51356,15,Zinacantepec,San Gregorio,Fraccionamiento,,15118,1129
51356,15,Zinacantepec,Irma Patricia Galindo De Rez,Colonia,,15118,5113
51356,15,Zinacantepec,Deportiva,Colonia,,15118,6953
51356,15,Zinacantepec,Lindavista,Colonia,,15118,9632
51357,15,Zinacantepec,San Matias Transfiguracion,Colonia,,15118,1130
51357,15,Zinacantepec,El Testerazo,Colonia,,15118,1137
51357,15,Zinacantepec,Ricardo Flores Magon,Colonia,,15118,1138
51357,15,Zinacantepec,Hacienda San Jose Barbabosa,Fraccionamiento,,15118,5112
51357,15,Zinacantepec,El Potrero Barbosa,Colonia,,15118,8598
51357,15,Zinacantepec,Paraje La Puerta De Barbabosa,Fraccionamiento,,15118,8971
51357,15,Zinacantepec,Vista Nevado Plus,Fraccionamiento,,15118,9638
51360,15,Zinacantepec,Santa Maria Del Monte,Pueblo,,15118,1133
51364,15,Zinacantepec,El Coporo,Barrio,,15118,6735
51364,15,Zinacantepec,El Curtidor,Barrio,,15118,6736
51364,15,Zinacantepec,San Miguel Hojas Anchas,Barrio,,15118,6742
51366,15,Zinacantepec,San Bartolo Del Llano (San Isidro),Barrio,,15118,6740
51366,15,Zinacantepec,San Bartolo El Viejo,Barrio,,15118,6741
51367,15,Zinacantepec,Loma Del Kiosco,Rancheria,,15118,7
51367,15,Zinacantepec,San Cristobal Tecolit,Pueblo,,15118,1139
51367,15,Zinacantepec,Loma De San Francisco,Pueblo,,15118,1141
51367,15,Zinacantepec,De Mexico,Barrio,,15118,6730
51370,15,Zinacantepec,Bosques Del Nevado,Fraccionamiento,,15118,6
51370,15,Zinacantepec,San Juan De Las Huertas,Pueblo,,15118,1143
51370,15,Zinacantepec,Santa Cruz Cuauhtenco,Pueblo,,15118,1150
51370,15,Zinacantepec,Morelos,Colonia,,15118,6734
51370,15,Zinacantepec,Dos De Marzo,Colonia,,15118,6952
51373,15,Zinacantepec,Recibitas (El Remolino),Barrio,,15118,6739
51374,15,Zinacantepec,Ojo De Agua,Pueblo,,15118,1145
51375,15,Zinacantepec,Tejalpa,Pueblo,,15118,1134
51375,15,Zinacantepec,Benito Juarez,Colonia,,15118,9635
51380,15,Zinacantepec,La Cruz,Colonia,,15118,1116
51380,15,Zinacantepec,San Antonio Acahualco,Pueblo,,15118,1132
51383,15,Zinacantepec,Cuauhtemoc,Colonia,,15118,1
51383,15,Zinacantepec,Progreso,Colonia,,15118,1135
51383,15,Zinacantepec,San Pedro Tejalpa,Pueblo,,15118,1136
51384,15,Zinacantepec,El Contadero De Matamoros (San Jose),Pueblo,,15118,1144
51385,15,Zinacantepec,Ciendabajo (Hacienda De Abajo),Barrio,,15118,6732
51386,15,Zinacantepec,La Canada (Canada Grande),Colonia,,15118,6951
51386,15,Zinacantepec,La Herradura,Colonia,,15118,6954
51390,15,Zinacantepec,La Puerta Del Monte,Pueblo,,15118,1148
51390,15,Zinacantepec,Buenavista,Pueblo,,15118,1149
51393,15,Zinacantepec,Loma Alta,Pueblo,,15118,1142
51393,15,Zinacantepec,Raices,Pueblo,,15118,1146
51393,15,Zinacantepec,La Penuela,Pueblo,,15118,1147
51400,15,Tejupilco,Tejupilco De Hidalgo Centro,Colonia,,15082,1166
51400,15,Tejupilco,La Isla,Colonia,,15082,1174
51400,15,Tejupilco,Sanchez,Colonia,,15082,1180
51400,15,Tejupilco,Hidalgo,Colonia,,15082,1186
51400,15,Tejupilco,La Florida,Colonia,,15082,5912
51410,15,Tejupilco,Rincon De Ugarte,Colonia,,15082,1
51410,15,Tejupilco,Jalpan (Jalpan San Simon),Pueblo,,15082,1157
51410,15,Tejupilco,San Jose De La Laguna,Colonia,,15082,1206
51410,15,Tejupilco,Agua Bendita,Rancheria,,15082,5844
51410,15,Tejupilco,Buenavista Primera Seccion,Colonia,,15082,5852
51410,15,Tejupilco,Cerro De Cacalotepec (Cacalotepec),Rancheria,,15082,5857
51410,15,Tejupilco,El Cuaguilote Ojo De Agua (La Pera),Rancheria,,15082,5877
51410,15,Tejupilco,Ojo De Agua (Rincon De Ugarte),Rancheria,,15082,5941
51410,15,Tejupilco,Rincon De Lopez,Colonia,,15082,8496
51412,15,Tejupilco,Rincon Del Carmen,Pueblo,,15082,1163
51412,15,Tejupilco,Juarez,Colonia,,15082,1172
51412,15,Tejupilco,Lomas De Tejupilco,Colonia,,15082,1175
51412,15,Tejupilco,Mexico 68,Colonia,,15082,1189
51412,15,Tejupilco,Rincon De Jaimes,Colonia,,15082,1195
51412,15,Tejupilco,Juntas De Zacatepec (El Pedregal Segunda Manzana),Colonia,,15082,1197
51412,15,Tejupilco,Rincon De Aguirre,Rancheria,,15082,1202
51412,15,Tejupilco,Santo Domingo-Zacatepec,Pueblo,,15082,1208
51412,15,Tejupilco,Vicente Guerrero,Colonia,,15082,5643
51412,15,Tejupilco,Luis Donaldo Colosio,Colonia,,15082,5647
51412,15,Tejupilco,Las Americas,Colonia,,15082,5648
51412,15,Tejupilco,Independencia,Colonia,,15082,5649
51412,15,Tejupilco,Cerro De Mazatepec,Rancheria,,15082,5860
51412,15,Tejupilco,El Ocote,Rancheria,,15082,5887
51412,15,Tejupilco,La Laguna De Mazatepec,Rancheria,,15082,5913
51412,15,Tejupilco,Mazatepec,Pueblo,,15082,5937
51412,15,Tejupilco,Rinconada De La Labor,Rancheria,,15082,5962
51412,15,Tejupilco,Rio De Aquiagua (Aquiagua),Pueblo,,15082,5964
51412,15,Tejupilco,Del Sol,Colonia,,15082,9114
51412,15,Tejupilco,Emiliano Zapata,Colonia,,15082,9115
51412,15,Tejupilco,Las Rosas,Colonia,,15082,9116
51413,15,Tejupilco,San Andres Ocotepec,Pueblo,,15082,1160
51413,15,Tejupilco,San Gabriel Pantoja,Pueblo,,15082,1164
51413,15,Tejupilco,Los Banos,Rancheria,,15082,5930
51413,15,Tejupilco,Plan De Maguey,Rancheria,,15082,5950
51413,15,Tejupilco,Puerto Madrono,Rancheria,,15082,5955
51413,15,Tejupilco,Rincon De San Gabriel,Rancheria,,15082,5959
51414,15,Tejupilco,La Cabecera (Cabecera De Los Arrayanes),Colonia,,15082,1225
51414,15,Tejupilco,Paso De Vigas,Colonia,,15082,1227
51414,15,Tejupilco,Cuadrilla De Leones,Rancheria,,15082,5866
51414,15,Tejupilco,Los Pericones,Rancheria,,15082,5935
51414,15,Tejupilco,Rincon Del Naranjo (La Cabecera),Rancheria,,15082,5960
51414,15,Tejupilco,Los Colorines,Rancheria,,15082,9108
51414,15,Tejupilco,Fraguita,Rancheria,,15082,9520
51415,15,Tejupilco,El Capire,Colonia,,15082,1178
51415,15,Tejupilco,El Calvario,Colonia,,15082,1181
51415,15,Tejupilco,Canadas De San Simon (Canada De Chivas),Rancheria,,15082,1203
51415,15,Tejupilco,Epazotes,Colonia,,15082,1224
51415,15,Tejupilco,Jumiltepec,Pueblo,,15082,5901
51415,15,Tejupilco,Suquitila,Rancheria,,15082,5972
51415,15,Tejupilco,El Cirian De La Laguna (El Cirian),Rancheria,,15082,8519
51416,15,Tejupilco,San Lucas Del Maiz (San Lucas),Pueblo,,15082,1165
51416,15,Tejupilco,La Joya De San Lucas,Rancheria,,15082,1179
51416,15,Tejupilco,Salitre De San Lucas,Rancheria,,15082,1231
51416,15,Tejupilco,Llano Grande (Llano Grande De San Lucas),Rancheria,,15082,5927
51416,15,Tejupilco,Piedra Ancha,Rancheria,,15082,5948
51416,15,Tejupilco,El Salitre Segunda Seccion,Rancheria,,15082,9112
51417,15,Tejupilco,Sauz De San Lucas (El Sauz),Pueblo,,15082,1156
51417,15,Tejupilco,El Platanal (El Platanal De San Lucas),Rancheria,,15082,1205
51417,15,Tejupilco,Agua Negra,Rancheria,,15082,5845
51417,15,Tejupilco,Antonio De San Lucas Del Maiz,Rancheria,,15082,5848
51417,15,Tejupilco,Cuadrilla De Los Martinez (Los Martinez),Rancheria,,15082,5867
51417,15,Tejupilco,Cuevillas,Rancheria,,15082,5869
51417,15,Tejupilco,El Mamey De San Lucas,Rancheria,,15082,5882
51417,15,Tejupilco,Fundadora De San Lucas Del Maiz,Rancheria,,15082,5909
51417,15,Tejupilco,Limon De San Lucas Del Maiz,Rancheria,,15082,5928
51417,15,Tejupilco,Los Melchores De San Lucas (Los Melchores),Rancheria,,15082,5933
51418,15,Tejupilco,Teneria (Pueblo Nuevo),Pueblo,,15082,1199
51418,15,Tejupilco,Almoloya De Las Granadas,Pueblo,,15082,1201
51418,15,Tejupilco,Cerro Alto (Milpa Vieja),Rancheria,,15082,5855
51418,15,Tejupilco,Rio Grande,Pueblo,,15082,5965
51422,15,Tejupilco,La Labor De Zaragoza,Pueblo,,15082,1158
51422,15,Tejupilco,Cerro Gordo,Rancheria,,15082,5863
51422,15,Tejupilco,El Limon De Ixtapan,Rancheria,,15082,5881
51422,15,Tejupilco,El Rodeo,Rancheria,,15082,5889
51422,15,Tejupilco,La Estancia De Ixtapan,Rancheria,,15082,5910
51422,15,Tejupilco,Ocoyapan,Pueblo,,15082,5940
51422,15,Tejupilco,Zapote Del Ancon,Rancheria,,15082,5975
51423,15,Tejupilco,Arballo,Colonia,,15082,1151
51423,15,Tejupilco,Pantoja,Pueblo,,15082,1161
51423,15,Tejupilco,Antimonio,Rancheria,,15082,5847
51423,15,Tejupilco,Antimonio Pantoja,Rancheria,,15082,5849
51423,15,Tejupilco,El Capire De Pantoja,Rancheria,,15082,5874
51423,15,Tejupilco,Santiago Arizmendi (Arizmendi),Pueblo,,15082,5971
51424,15,Tejupilco,Llano Grande,Pueblo,,15082,1155
51424,15,Tejupilco,El Sauz Ocotepec (El Sauz),Rancheria,,15082,5895
51424,15,Tejupilco,Encinos Verdes,Rancheria,,15082,5896
51424,15,Tejupilco,Las Animas,Rancheria,,15082,5917
51424,15,Tejupilco,Rincon El Sauz Ocotepec,Rancheria,,15082,5961
51425,15,Tejupilco,Cerro Del Chirimoyo,Rancheria,,15082,5861
51425,15,Tejupilco,Cerro Del Divisadero,Rancheria,,15082,5862
51425,15,Tejupilco,El Zapote De Ixtapan (El Zapote),Rancheria,,15082,5893
51425,15,Tejupilco,Hacienda De Ixtapan,Rancheria,,15082,5897
51425,15,Tejupilco,Juluapan (Juloapan),Rancheria,,15082,5900
51425,15,Tejupilco,Las Moras,Rancheria,,15082,5926
51425,15,Tejupilco,Lodo Prieto,Rancheria,,15082,5929
51425,15,Tejupilco,Los Nopales,Rancheria,,15082,5934
51425,15,Tejupilco,Puerto De Jalpan (Jalpa),Rancheria,,15082,5954
51425,15,Tejupilco,Rincon Chiquito,Rancheria,,15082,5957
51425,15,Tejupilco,San Francisco,Rancheria,,15082,5968
51426,15,Tejupilco,Puerto Del Aire,Pueblo,,15082,1162
51426,15,Tejupilco,Ilamos,Rancheria,,15082,5899
51426,15,Tejupilco,La Guitarra,Rancheria,,15082,5911
51426,15,Tejupilco,Las Juntas De Ixtapan,Rancheria,,15082,5919
51426,15,Tejupilco,San Miguel Ixtapan,Pueblo,,15082,8893
51427,15,Tejupilco,El Carmen De Ixtapan,Colonia,,15082,1191
51427,15,Tejupilco,Tirados,Rancheria,,15082,1209
51427,15,Tejupilco,Cuadrilla De Lopez,Colonia,,15082,1226
51427,15,Tejupilco,El Aguacate De Monte De Dios,Rancheria,,15082,5846
51427,15,Tejupilco,El Burrito (El Sauz),Rancheria,,15082,5872
51427,15,Tejupilco,Salitre De Acamuchitlan (El Salitre),Pueblo,,15082,5890
51427,15,Tejupilco,Las Juntas,Rancheria,,15082,5918
51427,15,Tejupilco,Monte De Dios,Rancheria,,15082,5938
51427,15,Tejupilco,Pinzan Morado,Rancheria,,15082,5949
51427,15,Tejupilco,Plaza De Gallos,Rancheria,,15082,5953
51427,15,Tejupilco,Salto Grande,Rancheria,,15082,5966
51427,15,Tejupilco,San Mateo (San Mateo Ixtapan),Rancheria,,15082,5967
51428,15,Tejupilco,Las Mesas De Ixtapan (Las Mesas),Pueblo,,15082,1159
51428,15,Tejupilco,Santa Rosa Rincon De Jaimes,Rancheria,,15082,1194
51428,15,Tejupilco,El Potrero De Ixtapan (El Potrero),Rancheria,,15082,1210
51428,15,Tejupilco,La Florida (Kilometro 5),Pueblo,,15082,5644
51428,15,Tejupilco,Barranca De Ixtapan,Rancheria,,15082,5850
51428,15,Tejupilco,Campanario De Ixtapan (El Campanario),Rancheria,,15082,5873
51428,15,Tejupilco,Santa Maria De Las Flores,Rancheria,,15082,5969
51428,15,Tejupilco,Santa Rosa (Las Juntas),Rancheria,,15082,5970
51430,15,Tejupilco,Bejucos,Colonia,,15082,1228
51430,15,Tejupilco,Benito Juarez (Lazaro Cardenas Del Rio),Colonia,,15082,5851
51430,15,Tejupilco,El Salto (El Salto Dos),Rancheria,,15082,5891
51430,15,Tejupilco,Las Lomas (Los Depositos),Rancheria,,15082,5921
51432,15,Tejupilco,Rincon Del Guayabal,Colonia,,15082,1232
51432,15,Tejupilco,Cuadrilla Del Molino,Rancheria,,15082,5868
51432,15,Tejupilco,El Ciruelo,Rancheria,,15082,5875
51432,15,Tejupilco,La Canada,Rancheria,,15082,5907
51432,15,Tejupilco,Las Mesas De Los Capires (Las Mesas),Rancheria,,15082,5924
51432,15,Tejupilco,Rincon De Carboneras (Carboneras),Rancheria,,15082,5958
51433,15,Tejupilco,La Cofradia (Los Mangos),Rancho,,15082,1154
51433,15,Tejupilco,Acamuchitlan,Pueblo,,15082,5843
51433,15,Tejupilco,Cerro De Los Elizaldes,Rancheria,,15082,5858
51433,15,Tejupilco,El Corupo,Rancheria,,15082,5876
51433,15,Tejupilco,El Jumate,Rancheria,,15082,5880
51433,15,Tejupilco,El Zapote De Acamuchitlan (El Zapote),Pueblo,,15082,5894
51433,15,Tejupilco,La Calera,Rancheria,,15082,5906
51433,15,Tejupilco,La Mesa,Rancheria,,15082,5923
51433,15,Tejupilco,Planes De La Cofradia (Los Planes),Rancheria,,15082,5952
51433,15,Tejupilco,Rio Chiquito,Rancheria,,15082,5963
51433,15,Tejupilco,Tejapan Limones (Tejapan),Pueblo,,15082,5974
51434,15,Tejupilco,Coahuilotes,Rancheria,,15082,5864
51434,15,Tejupilco,El Guayabo,Rancheria,,15082,5879
51434,15,Tejupilco,El Naranjo Grande,Rancheria,,15082,5886
51434,15,Tejupilco,La Bolsa,Rancheria,,15082,5903
51434,15,Tejupilco,La Cuitacera,Rancheria,,15082,5908
51434,15,Tejupilco,Las Anonas,Rancheria,,15082,5914
51434,15,Tejupilco,Las Ilamas,Rancheria,,15082,5925
51434,15,Tejupilco,Los Pinzanes (La Pinzanera),Rancheria,,15082,5936
51434,15,Tejupilco,Naranjo Chiquito,Rancheria,,15082,5939
51434,15,Tejupilco,Paso De San Juan,Pueblo,,15082,5944
51435,15,Tejupilco,Paso Del Guayabal (El Paso),Pueblo,,15082,1230
51435,15,Tejupilco,Barro Prieto,Rancheria,,15082,5853
51435,15,Tejupilco,Paredes Prietas,Rancheria,,15082,5942
51435,15,Tejupilco,Paso De La Parota,Rancheria,,15082,5943
51436,15,Tejupilco,Mesa De Gallos (El Llano),Rancheria,,15082,5922
51436,15,Tejupilco,La Palma Cuata (La Palma),Colonia,,15082,9109
51436,15,Tejupilco,Potrero Grande,Rancheria,,15082,9110
51440,15,Luvianos,San Sebastian 1,Rancheria,,15123,1
51440,15,Luvianos,Luvianos,Pueblo,,15123,1211
51440,15,Luvianos,San Sebastian (Rincon De San Sebastian),Rancheria,,15123,1221
51440,15,Luvianos,Rincon De Alambre,Rancheria,,15123,6141
51440,15,Luvianos,Ninos Heroes,Colonia,,15123,8482
51442,15,Luvianos,Trojes,Rancheria,,15123,1222
51442,15,Luvianos,Arroyo Seco,Rancheria,,15123,5980
51442,15,Luvianos,Cerro Del Venado,Pueblo,,15123,5994
